media,bias,youtube_channel,viewCount,subscribersCount,videoCount
real clear defense,right-center,UCpuofAxlrUAgnu7QEwKQwxw,14526259,75598,797
real clear policy,right-center,UCXIJgqnII2ZOINSWNOGFThA,993343789,1462900,51302
real clear politics,right-center,UCu_yK6-bNh_xm9EdwlPPT5Q,2018411,571,113
reason,right-center,UC0uVZd8N7FfIZnPu0y7o95A,114396655,333172,2539
remington research group,right-center,UCLbt2-dwmKNowo_tMhbOrKw,4424,29,30
richmond times-dispatch,right-center,UCs7JOfbJVlXrcoypLczuP6Q,2107017,2281,312
rt news,right-center,UCpwvZwUam-URkxB7g4USKpg,2436201192,2820867,40154
russia insider,right-center,UCAvBcst08Tfo4VNtIaRPTNw,256139695,459051,2565
salem radio network news (srn news),right-center,UCxPq4Mllssmrbh8cJRJDAnA,2161,35,68
san bernardino sun,right-center,UClkh00cS2e23tzFeJv7toPg,1038,39,1
san diego union tribune,right-center,UCKCbC7uTe7dRtKPou10JKtQ,1679720,0,974
savannah morning news,right-center,UCBK33ZTtAmmhcGI-dcx__fw,2455953,1608,1021
sofrep,right-center,UCtlq3zO5hWiyIJpVA32lzww,1152468,25780,104
south florida sun-sentinel,right-center,UCN4iWTZIICpOe-78cz9RP1A,10152522,7871,5114
spokesman-review,right-center,UCZxnJTRtX2sS9lQTM1r8Ubg,334601,390,1790
sputnik news,right-center,UCI4lx9retCL7_cBmmceEQ8g,30190453,44805,2358
statesman journal,right-center,UCzEykpt4W--G-LQJ0JJ3qTA,181367,142,150
strategic culture foundation,right-center,UCIe-Z0xhF4a0rpAFtHzLrlg,7416,41,2
student daily news,right-center,UCod0U4KNKn5dQuV-Kz9UBrg,639943,1922,40
swarajya,right-center,UCvXXqqFxmyI0YFewhOMJqxQ,574396,0,222
tallahassee democrat,right-center,UCw4KZd2ZpwRfjlOJMYcUPiA,696204,89,30
tampa tribune,right-center,UCqX2F3SH-EGUcD6v8ouFk1Q,503,2,1
tax foundation,right-center,UCVGk9z58zJ57ArZr-RAEB4g,531266,1433,280
tharawat magazine,right-center,UCXYSL2AAaDwgFx5J9VoQ1sA,227959,0,21
the algemeiner journal,right-center,UCdrTcG5tK06ogMP2L-hwtlw,641359,546,125
the american conservative,right-center,UCiM2qJsoY5oNZuYrh3pZAsg,63872,788,43
the augusta chronicle,right-center,UCcrG933TDF3BkXVEqsT2Xiw,5666757,2988,3649
the australian,right-center,UChjd5M1K5Y3vQLgmIveZyzg,712003,0,213
the chronicle herald,right-center,UCN0EaARPKvnkU84c-qacG4w,34289,99,82
the daily citizen,right-center,UCh6iQ-JFv9nupQXrHLoLPnA,860,6,12
the epoch times,right-center,UCeLc4heXqG9dtL7jiPHMBfQ,1781252,2710,134
the fiscal times,right-center,UCzwSb-fVho1Dvj3KrPpdnKw,1452205,741,108
the gazette (cedar rapids),right-center,UCQOo9_0oegZx3Dy6Dz6QvQw,1087,0,2
the independent review,right-center,UC5k4fQj-z0jEQBpd-VFwbIw,21715040,25723,108
the jack news,right-center,UCZRjDk0aIF9x-ggxXOXlP5g,758,31,8
the jamestown foundation,right-center,UCB7-eNDWUt5yo5GDfbAULYg,8461,0,17
the japan news,right-center,UCDbmPnJgkRau5-B5dirGmPQ,242891,1339,299
the jewish press,right-center,UC817X0RyyD6_23S9nHFoQlA,1215654,3917,197
the libertarian republic,right-center,UCKIe7ZwFLSeI5YLZdb11fpg,17780868,8771,334
the nation pakistan,right-center,UCLlpd3-WdcpaaelJVkG6-Zg,24817628,0,24769
the national (uae),right-center,UCGYf0VFdlSTzcJghW9z1DAA,22838215,40139,1334
the new atlantis,right-center,UCYwDp3hlpvvUNY--qI_lpLg,985236858,1414574,2034
the news lens,right-center,UC4bokYuSrVGpI6_WYv7Gdbw,21063620,146752,1583
the objective standard,right-center,UCpdeDfan0-HO8LkAX5ln2eA,110313,1607,41
the oklahoman,right-center,UC3yh5vp9HPyUPzDWy46K0sA,18190038,11695,9009
the press-enterprise,right-center,UCfMntUU-LSzF7Xz3SAtKXsA,6753416,6079,5267
the quint,right-center,UCSaf-7p3J_N-02p7jHzm5tA,130743536,492917,16651
the smoking gun,right-center,UCdIkIXt-XDDbASnSGSFwHSw,3504958,13925,75
the spectator (uk),right-center,UCJMC-44oT9l97ra5iemDPiA,851953,3274,132
the straits times,right-center,UC4p_I9eiRewn2KoU-nawrDg,55966361,56437,11241
the tennessean,right-center,UCO1tkfdelXlxJdY1lmKQvfQ,4448834,5870,6334
the times herald (port huron),right-center,UCZMF6OQgkg1Kq-YQpEhLrLA,41264,26,9
the west australian,right-center,UC6X9oW58lFUtoexfhuixqqw,449192,1252,149
times of london,right-center,UCM3aFwkGAXu_-Ijtn2OoNpw,707116,2379,487
times news (pennsylvania),right-center,UCHqC-yWZ1kri4YzwRSt6RGQ,62791272,300837,2060
times of south africa (times live),right-center,UCxPPgRYHH1NSp2Ya_ROiXxw,58954162,47922,2555
toledo blade,right-center,UCVlBwPjw5MSwZ0wlx_vnDzg,340031,542,230
topeka capital-journal,right-center,UC-HtqfDcSddU4KvaEsmOnoQ,2757,19,37
tulsa world,right-center,UCYNkLAftqsda2W3KKE6tvYg,4738892,4928,1316
valuewalk,right-center,UCl0ysGyHZ0zgIyWYXHGvGXA,472,10,15
wall street journal,right-center,UCK7tptUDHh-RYDsdxO1-5QQ,519442282,941239,25603
washington babylon,right-center,UC4eKKRYgKMOVxbOxA8U3jDQ,58,1,3
washington examiner,right-center,UC8BxSGcBKriJvoeyKOnJ6tA,545996,705,3778
washington times,right-center,UCsCE4IMMFuwPYbwDqaz7udQ,3097004,1960,999
watchdog.org,right-center,UCufl1-7CBO8TdL7sR7K_t3w,82109,451,327
waterbury republican-american,right-center,UCLIokvRJ3Xy_pHyl5vDQNJA,544948,149,173
westmonster,right-center,UCnVjidHzypKf5oTKWSA1G3g,675048,7198,137
wichita eagle,right-center,UC5lKJCWHxy9nORbFL_E4iTQ,4944101,3265,5997
wikileaks,right-center,UCcg9c3gXb_rwyqzeCaLuHDA,4341715,79235,49
williamsport sun-gazette,right-center,UCTNBsRjjyKleBg9CK-PUNBA,363364,475,386
winston-salem journal,right-center,UCNN321XRok7kgDKKb_gl7bA,70837,145,285
1600 daily,right,UCYxRlFDqcWM4y7FfpiAN3KQ,65060181,1082232,1246
accuracy in media (aim),right,UCj41LMgg5G085QyTsSgy1TQ,1859906,3278,616
acting man,right,UC7WDD6yHgzdqijHluCi1z-Q,34044201,324562,123
alpha news,right,UCqaeodulp1p6snVJ5ApI6zA,10887364,11041,7880
allen b. west,right,UCsiPHv1fdAhhigpgpv-hFoA,918,68,11
american center for law & justice (aclj),right,UC0AvY8x1GqGIst1C4yygXWw,1875427,15004,750
american consequences,right,UC_SrPDpA4xKV55Z5AclcQbw,4629,13,2
american enterprise institute,right,UCt8lRYpzb-sSrKFb4DT2ECw,22426888,152773,2812
americans for prosperity,right,UC-JY5LuDM2wzN8cd5ubvRsg,25425803,7135,1125
american legislative exchange council (alec),right,UCqT2O_5CC-qJU2ZzYvNmwNw,194346,565,440
american liberty report,right,UC3hm3JFpdNwzpME5Y_4HtUQ,1579035,6358,20
american military news,right,UC2hl4acBta0JrsPRLpj2v_Q,11705889,10308,558
american news 24/7,right,UC4a9ZaB_L8WbS17LbXze0lA,66588,0,4
american news hub,right,UC5PlFnuTZUbjy3gxdja1ozg,154,3,4
american spectator,right,UCETvTnnDut4ioV97kJtzA4A,48516,302,24
american thinker,right,UCvjb-OQKGkMPks6cK-VztbA,20,6,3
american web media (awm),right,UCxNMYToYIBPYV829BJcmUQg,651895732,2519815,1842
ammoland,right,UCoCGNTrAcKIe03x2SmQ9-rQ,2271102,2179,166
anadolu agency,right,UCVbZYhcirOke2vipxs4lT2w,130935845,193377,8896
assyrian international news agency (aina),right,UCJr1VJboEESBJl6jBcz4Ybg,349318,321,137
bearing arms,right,UCTz5A0-tag7a-uqFUp5xnpw,0,0,0
being libertarian,right,UChNCtunNxRHny_nr1LFRASA,125597,2044,110
beliefnet,right,UC0AP3PtITQl8NzKRGqgEqaQ,1272654,1869,138
big league politics,right,UCfOJCco7JZZ2YjgxH60a0JA,241198,1496,73
blue lives matter,right,UCcXyMU4Bjc32COBSStzbuWQ,12550730,11840,181
brexitcentral,right,UCl6dwDYMqMjnHQ-hmJoWp8A,1153228,2928,1033
campaign life coalition,right,UCFglQoaOcgP-u5_Th0Ad9sA,172382,369,401
campus reform,right,UCA8sK_Bba0Eb-k33bD0ldhw,32337062,61381,676
canada free press,right,UCipz6thgyz8n-DtWJS2Bi4w,33148,1165,17
capital research center,right,UCp7NBbx93BDRMe2jM2h-Wpw,2226701,11494,180
chicks on the right,right,UCAzmZBRizw70GVykyfMQ_BA,825855,1379,456
christian news alerts,right,UC4nb_mFsKxODrgsaqvOstqg,21772562,49565,17233
christian post,right,UCV4ZdqpfiIBJIx1BBIHi3sw,243890,0,308
chronicles (rockford institute),right,UC-myMZBkvGo5R56xnoXvfpA,277390,966,57
church militant,right,UCX17igkZ9JhU64JoTBVSWeQ,27230170,48685,5235
city journal,right,UCpVxizG17EPrW4yRPYWQd6A,683564,5719,193
civitas institute,right,UCgX2Bq7Y2sqIUjSv21BhLLQ,350743,233,396
clear politics,right,UCWoX-0LdzKCgHvFcUshyriQ,2,0,1
commentary magazine,right,UCF1YYm_3bo-96RknhcqxX7A,16588,50,1
conservative base,right,UCcxkOpe-_uMB2ZeJbvbad1Q,185,8,9
conservative daily news,right,UCpvGK9Sb97vXtMvSMt83SZA,5859079,8256,1737
conservatives here,right,UCaMglqOqASm7CfQYv37vzeQ,937890,2014,38
conservative hq,right,UCtbwMXWXSSFzlU0zmo7xV_g,8704,25,29
conservative institute,right,UCiiyKKrc6VeIiYxgLoiVErQ,748854,1673,283
conservative outfitters,right,UCuum8TOoY_vNFpPBfH-yLwQ,7608415,3099,46
conservative review,right,UCEn2XzowruUIsqs09iSFRiA,1600762,5815,934
conservative today,right,UCka_CL7uJJthyJt3ovloWWA,614488,441,351
cowger nation,right,UCLGg1nvb7ApfcA3CEg2bC9A,1416717,3024,121
crime prevention research center,right,UCO1gk6pcYNtKcDsAFOy6rvA,2744,146,3
csc mediagroup usa,right,UCAJqGdQ-KO8jEcsEx4PA-Lg,25581381,49661,1088
daily caller,right,UCfDdlNLRVb1h3_7Xh-WhL3w,11990270,17707,1351
daily express,right,UCTur7oM6mLL0rM2k0znuZpQ,240119256,870257,12517
daily mail,right,UCw3fku0sH3qA3c3pZeJwdAw,89527584,125691,29496
daily sabah,right,UCcvLyGmdpe9mRa54MsRroMA,7086678,2329,169
daily signal,right,UCHqkXbgqrDrDVInBMSoGQgQ,7623725,11797,882
daily surge,right,UCF6mU6tP5oNoxvB6D3uLCSA,372796,3320,514
dc statesman,right,UCp80KnAH2DG0P2-fzhbhdiA,6287786,0,833
dc whispers,right,UCgGhVPf9JH9S41mJwJwgNbg,66984826,249754,276
deplorables report,right,UCQTqnnPetWFbDN1nJ6hq0eg,2923463,28297,186
disobedient media,right,UCBy9NB2w8qvQBbdxRZ2rA3Q,33949,3473,40
drudge report,right,UCuYj0t1uL7XfkM6qfkmvWwQ,31323,2843,666
energy citizens,right,UCb8LTGsRgfdb7Zgy5NTq48Q,1018265,277,76
ethics & religious liberty commission,right,UCutFChK6m2a_8PFcLIu_g_w,1408034,5960,467
fact and logic about the middle east (flame),right,UCR_kFbcwWy1cKLCkmcMf4lg,8365420,31669,361
faithwire,right,UC1H4DHSOO02Yvz-IKiLxeVg,174227,369,56
family security matters,right,UC6mrMVsOx_hRC-rWiVlKRbA,7183,39,9
federalist society,right,UCMk8U2Hmfdxqn3zrCq2g9oQ,8162205,16966,1380
first in freedom daily,right,UCrAoabPWbTqZLl8lwHCwQdw,631,0,87
first things magazine,right,UCCFJeI-2sT_cWgz-QJRgbCw,372414074,4071234,21
fox news,right,UCXIJgqnII2ZOINSWNOGFThA,993343789,1462912,51302
freedom crossroads,right,UCI32dSCZegitIUdCZoNFDaQ,10152,14,2
freedom works,right,UCh2Lgr3oLSvY3m4_tXJ8Dtw,3191558,11966,1069
free west media,right,UCJ6td3C9QlPO9O_J5dF4ZzA,2101609553,6933194,1335
frontiers of freedom,right,UCtkJidnXg0zdve8KovKK8Hw,20,2,1
foundation for defense of democracies,right,UC92qc2WwrEdmJ7ThqGR9yfw,258114,1255,1440
future in america,right,UCopJgU5k8qZNaqJ0Y30RwMA,280246,1731,322
gatestone institute,right,UCRKnjXDfN1zYA8uPspnlr9w,902803,7240,47
gop.com,right,UC3o7kbpTUQ5-0WTMIp8sVwA,25318085,42300,868
gopusa,right,UCTjSMw7EzfGVQXOJH6QKU7Q,333,4,3
government accountability institute,right,UChxJIY_QqTNWfJdQsJVG3jA,426182,790,241
guerrilla news,right,UCU_aiK5Afnl4Qnk8WWFHhTw,3954,6,1
guido fawkes,right,UCH-cigT9mEAxlN4SSBS6yMQ,20452082,7279,235
heartland institute,right,UCzp8QlVd_hDLfK1LMLDu3dQ,1382157,4703,1088
heat street,right,UCqYL8VH1TF1Q55LBbMmgMaw,1152374,843,129
heritage foundation,right,UC5bEfSFTYQVfLCwkhBt8NtQ,10330448,37350,1821
hermancain.com,right,UCsRq2PbttxbBJYK49n58L1A,4820371,4790,156
hot air,right,UCtcc8Qvk6k068mN8F9Xdq6w,127779,2379,28
hudson institute,right,UCq2C-2ncAhp_e9scyJNatpw,1435964,10446,911
human events,right,UCkbFg3fDjlHr486c8bCDE5A,3176656,1924,542
imprimis (hillsdale college),right,UCudqVyQYnmi8NwWfd11Rmvw,7442591,33290,575
independent journal review,right,UC5k4fQj-z0jEQBpd-VFwbIw,21715040,25723,108
independent sentinel,right,UCfjlV-1LDVFJ1MHq-lcJXRw,521732,6830,17
independent women’s forum – iwf,right,UCg_s5BRCyjhOHbOyZQC3gDg,483733,837,2167
illinois policy institute,right,UCCGS7RkJpH5nFNKczvXV6Dw,1964098,2565,352
intellectual takout,right,UCa_iNdnwHK_19cQ3v6iP5Wg,9140,113,39
i bleed red white and blue,right,UCzh2eDmZDomey_WwEMwU5_w,1079184,0,308
ipatriot,right,UCh2s-0IJhxe0jfuOZU5F0wQ,90,0,1
institute for family studies,right,UCMs43Nw_8yYc3TkaQOsBV5w,73155,214,35
jewish policy center,right,UCYkoXIKZA7kkI5UGm8RGGTA,2632,0,11
jewish world review,right,UC__Oc5yOwQG7BigQGlVGRYA,2500,6,2
judicial crisis network,right,UCii6a2bHtgZhVPUr7vXq8Qg,1176502,351,54
judicial watch,right,UCGDaOZg2INC0Qg2Z203F1dA,15594470,111491,1026
kansas policy institute (kpi),right,UCNthK1nbhLRYoiCXqjih3bw,18762,73,91
keep and bear,right,UCGXtgwwpIUI5rSovlOCCmgg,1761,2,1
legal insurrection,right,UCufR_sP6bjarwJwNEljxAnQ,5137969,7511,289
liberty alliance,right,UCFmCkpXKL2NssJqxs8gepkw,3222,378,3
liberty hangout,right,UCQMb7c66tJ7Si8IrWHOgAPg,144680,2268,90
liberty headlines,right,UCKi-urCBT0xnZnISUtng1jw,0,85,0
liberty nation,right,UCOszgB0lT2YmSARshw9xN3g,190846,0,218
liberty news,right,UCkJ1N-7g9Q6n7KnriGit-Ig,13484649,140110,952
libertytalk.fm,right,UCq-5gUbMZj1TGEQZvI1gZ7A,1690,0,18
liberty unyielding,right,UCXLZSub2jcFEeJ2nIErng9Q,14748,71,8
life and about,right,UC7IcJI8PUf5Z3zKxnZvTBog,333342290,3726471,627
life news,right,UCJekW1Vj5fCVEGdye_mBN6Q,711184921,1691387,25960
life site news,right,UCYImiD9L0dMycenfBy2al0Q,5530311,8917,517
lifezette,right,UCZ3U7eFcoO2zDZrpJ8d63-w,195170,0,584
louder with crowder,right,UCIveFvW-ARp_B_RckhweNJw,467760962,2305836,726
manchester union leader,right,UCb44PVNyPftiInBkCKYqrFw,495,2,1
media circus,right,UCKR62BNVD8G2b4PyijjF9lA,985,66,10
media equalizer,right,UC_DuAcfbyUJhlzWJZAu_5LQ,17818,52,5
media research center,right,UCpugeZUO4F8H7YC_H_EDirA,21955373,53488,976
mehr news agency,right,UCLlySZH9KcE9LBZ6UOFuALw,1431,32,9
mercatornet,right,UCX27lAHN48fTAns2JjWQy6Q,263,0,2
national center for public policy research,right,UCFrgtYxKOBuDqXavBuK0FFA,897076,3127,821
national review,right,UCun4tg1BecN4PuxwZ6mL3NA,28927096,11652,5501
national rifle association (nra),right,UCZr49eSL2aHQ_41476IrkbA,72793264,161652,4291
new boston post,right,UC9ay-pHGbeRgsbaGSbplTZA,10623,31,43
newbusters,right,UCzrfhGqcE06i_3uddwCiG_A,76159,55,3
newsmax,right,UCx6h-dWzJ5NpAlja1YsApdg,28746940,78404,26344
new revolution now,right,UCac8YoZW1nzs74YXUQf1AXw,30891,91,86
new york observer,right,UC7oVusrPDuQ8epyRV4XSgFw,848603,401,3
next news network,right,UCLoNQH9RCndfUGOb2f7E1Ew,664891337,656744,18527
ntk network,right,UCkAJkZPPZmAqhpB0h4m-YQQ,3115032,2947,801
numbers usa,right,UC0hVVwpx_zoLEuKI8bOgFdg,8179867,11913,175
offended america,right,UC6bVc9yy-XPehar73MtJIsg,67322,7701,2
offgrid survival,right,UCRFNCDLxpFGq3I3Xj0V5n8g,120486,566,16
one america news network,right,UCNbIDJNNgaRrXOD7VllIMRQ,24533834,150210,4382
onenewsnow,right,UCNbIDJNNgaRrXOD7VllIMRQ,24533834,150210,4382
ontario proud,right,UC_rB7o-xToWKSpCtJDC5Kng,5770602,1079,10
opslens,right,UCpTPf6kHqNjceRjCLUgBO2g,7654,52,534
patriot news daily,right,UCCGlhfxj5F5MjuWlINLUsDQ,459714,3533,162
pj media,right,UCWq53_f3zgMcWuE-XFKSpyQ,89288322,228538,3390
policy review,right,UCGXdm6Shv0rxC4u26_1zi6g,4116,12,11
political insider,right,UC6b9_V1wIz7zK3x2Lqo9zCQ,13274012,2939,52
politichicks,right,UCDESdSXe3Y0YhercgjrzVYQ,1931974,0,295
politicsnote,right,UCPwLrxTeb3c7aZGPTh6ohyA,485154,40,12
politifeed,right,UCh-IdWCZOSA0VgreUUNXWag,167,2,4
power line,right,UCi7SG2KtILoOJOglFVgWSBQ,891426,2818,26
project veritas,right,UCL9PlYkRD3Q-RZca6CCnPKw,34486328,161431,348
quadrant magazine,right,UCw8rdbWx_3f0iIzL7OWYOcw,81003,4701,21
reader’s digest,right,UCKV_ACaioUGSz0pyg07Zekg,9403994,17389,524
red alert politics,right,UC2xvu4o7YofK-gZh2nJn6qA,1730250,578,210
red flag news,right,UC_099zL7s35QBDXtq7eIHDg,89347,389,6
red state,right,UCLjGwELoFRXojiw8T2t2BDw,46090384,24887,1179
red state watcher,right,UCLjGwELoFRXojiw8T2t2BDw,46090384,24887,1179
renewed right,right,UCl3I2miwJwfZQmUAaJBv7YQ,55,0,2
resistance media,right,UClcR4cQS1znXJHOjEnNdMFQ,1475616,6532,28
restore american glory,right,UCKliQr6x78ncRhcZzausGtA,13665,260,41
ron paul liberty report,right,UCkJ1N-7g9Q6n7KnriGit-Ig,13484649,140110,952
secure america now,right,UCJF8wHb2pH6yIu2FF7lbSkw,5412712,2875,339
silence is consent,right,UC7-nETbZLmYgE7iUrEFCdxQ,1672550,2280,68
sonoran news,right,UCQH6uCvpC0knP0pUMqcbiQg,373,1,4
spiked magazine,right,UCRK4_2FGAAmajCaB8ZefJHw,539174,4867,44
tasnim news agency,right,UC9gm0OdmoAkGxIZG8veaxnw,3693006,7723,1175
tea party news (tpnn),right,UC-Qf4gwKxpxUfWXDcyn1r3Q,5722195,9070,1056
tea party patriots,right,UCBDFIhJatqK77qLyA0r-yVg,2648131,3155,284
tea party tribune,right,UCZgqq7ayhJVe37L4weRlZhg,59746,209,43
tehran times,right,UCRF_7uGIvNrVwOSwrTcjRxQ,36364,0,1
the advertiser/adelaide now,right,UCwSO9HbW4vgkCa8uWu0vUWw,2358,51,25
the blacksphere,right,UCC4NTggZhXmyClQQInFCbqA,13,1,1
the blaze,right,UCscDWYhNER2NvEVKfL0aYwA,21202879,59711,9
the citizens press,right,UChBQgieUidXV1CmDxSdRm3g,301402696,660666,66869
the college fix,right,UC9jks5z9QdImBogQrCWa2Yg,2197059,2546,159
the conservative nut,right,UCUgmI5Po0rZW1veb_WYt8hg,51,0,1
the conservative woman,right,UCPFWKCAtEUg3vCLr3qPejqg,8845,61,7
the daily defender,right,UCRGdkqjoIinH7QKzTHO7GYw,37,1,5
the daily telegraph (australia),right,UCOHEKIZmGUBqjBQ5W9B8v8w,2296737,825,98
the daily wire,right,UCaeO5vkdj5xOQHp4UmIN6dw,149812936,801941,2101
the federalist,right,UCMk8U2Hmfdxqn3zrCq2g9oQ,8162205,16966,1380
the millennial review,right,UCc4z4odCWzl9wE9OW5fUrkQ,368430,500,73
the new american,right,UCJ0kmBes7vSjT3QoWDfjwwg,305879,2052,315
the newly press,right,UCXbhX_vwuolU1aVz5syMCOA,3230,57,16
the patriot post,right,UC1PRGaduTPEkvzBYAthpkhQ,4736607,3825,523
the post and email,right,UCsWTxpJjOLkFIR34BZmTDxg,56,19,4
the real strategy,right,UCFlZpGCt9Ufd-igAtu4Nhhg,293440,988,50
the rebel,right,UCGy6uV7yqGWDeUWTZzT3ZEg,339691633,965137,8876
the resurgent,right,UCpxC6ByAA-SVLOE4QbA_CRQ,2482,14,2
the right scoop,right,UCODEEYbi1VyuroX_B3QscFQ,5850909,5776,352
the ron paul institute,right,UCkJ1N-7g9Q6n7KnriGit-Ig,13484649,140110,952
the sun,right,UCIzXayRP7-P0ANpq-nD-h5g,21302742,25004,625
the tennessee star,right,UCLvPYnLrP-artj_2gbawecQ,46346,102,15
the truth about guns,right,UC-W5NfFHJVLJhPGhcjo24iw,92368,217,27
toronto sun,right,UCkjNuLzfw5Ep7EJuMdeFylw,2950387,3205,8622
trt world,right,UC7fWeaHhqgM4Ry-RMpM2YYw,86374858,224268,28651
turning point usa,right,UCVrK_pMRp_q8IelpfUCTGLQ,4410937,37287,454
twitchy,right,UCAJ3nJDVTPZCTfKYA8AJ6Ig,628841,8171,53
unbiased america,right,UCND3Zw5mkxOPPXkoC0cYspQ,4896,203,18
unity news network,right,UC44ygHhf5-2W-uR44BpPVdg,159855,1122,83
un watch,right,UC0BEdffpLEGzPtPD3O8-XgQ,15037540,44480,1265
us politics info,right,UCupvZG-5ko_eiXAupbDfxWw,3336995287,4246761,141852
usa politics today,right,UCXIJgqnII2ZOINSWNOGFThA,993343789,1462919,51304
ussa news,right,UCmu3-ctDgzXQfOQTVuHEO0Q,34958,83,6
vessel news,right,UCvopRsmL0E6QA-0V3BRmt_w,84,0,1
vivaliberty,right,UCSeafLslpo3BxSAyfYRAshg,53035,6,7
washington free beacon,right,UCdn-M_vxWEK07X3t19ximDQ,144583894,44282,9374
weekly standard,right,UCwiy9gKdsGxxOyJl38guRlQ,239895,147,4
western free press,right,UCdJb7SqTMMUvVZNai3DtRaQ,761273,9251,444
western journalism,right,UCa2gbBXGeGh-Pdtugdg_qcQ,28646539,65032,3449
whatfinger,right,UCzUV5283-l5c0oKRtyenj6Q,332835966,1289779,1387
wnd (world net daily),right,UC6wUoQ_2m65KvqtHU75I0XQ,2123071,8611,825
world magazine,right,UCh-wd6Uqa0ZFCUNCRG2rIyQ,931997,2472,164
world tribune,right,UCVwiuw6MMN7FVdfh3k1mABg,4259,19,42
yellowhammer news,right,UCMk7T9ijCgD_iX-SWjyzy7g,1759138,622,336
young america’s foundation (yaf),right,UC4-AGCUwX7C-D4BsBook9fQ,12420945,47753,884
young conservatives,right,UCaMglqOqASm7CfQYv37vzeQ,937890,2014,38
